Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
66,,23.0,,,1688.0,366.0,1.0,,4.0,1.0,,,61.0,,,,,48.0,,,,69.0,58.0,55.0,58.0,,,,82.0,,,65.0,,,62.0,,56.0,,,,52.0,,38.0,,,,7.0,,7.0,11.0,,,63.0,,,,66.0,,,,,,56.0,,46.0,53.0,,1.0,,,,,0.0
66,,,,,1856.0,,1.0,,,1.0,67.0,,63.0,65.0,,,68.0,,,62.0,,,,,59.0,,,69.0,72.0,,71.0,,77.0,71.0,,,,62.0,63.0,64.0,,,63.0,63.0,60.0,,,,15.0,,,63.0,63.0,,63.0,,65.0,66.0,,,,65.0,66.0,,66.0,,20.0,,,,0.0,0.0,
66,,28.0,185.0,80.0,1483.0,,,3.0,2.0,,,34.0,,,65.0,,,28.0,67.0,,23.0,39.0,26.0,27.0,,49.0,49.0,,,,55.0,39.0,,,,,,,33.0,38.0,32.0,,,65.0,64.0,,9.0,,13.0,8.0,,44.0,,,44.0,44.0,48.0,48.0,,48.0,,,60.0,61.0,,61.0,18.0,1.0,0.0,0.0,0.0,1.0,0.0
66,68.0,,,70.0,,,,,,,,36.0,,,64.0,79.0,37.0,,,65.0,,53.0,,51.0,62.0,55.0,51.0,,,,62.0,58.0,83.0,,,,,63.0,,,49.0,,,,65.0,,9.0,8.0,10.0,11.0,51.0,47.0,,,47.0,,,,,53.0,,65.0,,63.0,68.0,63.0,18.0,0.0,0.0,,1.0,,
66,66.0,32.0,176.0,75.0,1939.0,,1.0,3.0,,,71.0,,,61.0,,72.0,56.0,55.0,,,70.0,56.0,62.0,,63.0,,,68.0,66.0,71.0,,77.0,,,69.0,,,73.0,,,66.0,,,,70.0,,10.0,,9.0,14.0,66.0,,,,65.0,,,,66.0,,,,,,,66.0,20.0,0.0,0.0,,,,0.0
66,66.0,28.0,168.0,68.0,1735.0,,0.0,2.0,3.0,,,,60.0,67.0,,,55.0,,30.0,,,,,,56.0,63.0,,,91.0,59.0,90.0,68.0,62.0,55.0,71.0,57.0,,38.0,60.0,,,58.0,,49.0,,,12.0,,,14.0,64.0,66.0,,65.0,,,66.0,66.0,61.0,66.0,57.0,,,,,,19.0,1.0,0.0,0.0,0.0,0.0,1.0
66,,18.0,,80.0,1509.0,,1.0,,,,76.0,31.0,,,65.0,,29.0,28.0,,63.0,29.0,,31.0,26.0,60.0,61.0,74.0,77.0,,,52.0,,,62.0,,,59.0,,,,40.0,59.0,63.0,,62.0,,,,,8.0,51.0,,,50.0,,,54.0,,58.0,,,65.0,,64.0,,64.0,,0.0,0.0,,0.0,,
66,,,,80.0,1566.0,340.0,,,,1.0,64.0,,50.0,,64.0,,40.0,26.0,63.0,64.0,38.0,55.0,,,,63.0,,,58.0,64.0,58.0,52.0,71.0,,75.0,,67.0,,,,43.0,,62.0,67.0,,14.0,7.0,,10.0,,,51.0,50.0,,,51.0,53.0,55.0,57.0,55.0,63.0,,63.0,65.0,68.0,,,,,,,,
66,,,,,,,,,3.0,,65.0,,62.0,,64.0,,,54.0,,63.0,54.0,,62.0,,59.0,66.0,,,,,,62.0,,65.0,64.0,59.0,,,,,,66.0,,,64.0,12.0,16.0,,,6.0,63.0,,62.0,,62.0,,65.0,,64.0,,,66.0,,,66.0,66.0,,,0.0,,0.0,0.0,1.0
66,73.0,,,68.0,,,,3.0,,1.0,,52.0,60.0,65.0,,,,,,,,,46.0,37.0,64.0,,55.0,,73.0,63.0,,62.0,51.0,,64.0,58.0,74.0,,,,,,66.0,65.0,,,7.0,15.0,,,,,,,,59.0,,62.0,,,64.0,67.0,64.0,64.0,65.0,64.0,16.0,0.0,,1.0,,0.0,
66,,,180.0,70.0,1761.0,370.0,,,3.0,1.0,60.0,,68.0,69.0,51.0,,,56.0,49.0,71.0,,,,61.0,73.0,69.0,,56.0,,63.0,,,,,,65.0,,56.0,,,,71.0,,,,11.0,10.0,,8.0,,,65.0,64.0,,,65.0,,,66.0,,63.0,64.0,63.0,61.0,,61.0,,,0.0,,0.0,0.0,
66,66.0,28.0,,72.0,,,1.0,,2.0,1.0,74.0,,,,60.0,64.0,62.0,,45.0,,,,,34.0,66.0,64.0,,,,,,,58.0,72.0,62.0,,61.0,61.0,,,42.0,62.0,,,62.0,,11.0,,10.0,,,,,,59.0,61.0,63.0,,,66.0,,66.0,66.0,,63.0,,,1.0,0.0,,0.0,,
66,,22.0,,66.0,1660.0,352.0,,3.0,3.0,,,61.0,,,,46.0,,60.0,40.0,,61.0,,67.0,55.0,,,,,,,79.0,,,,,62.0,54.0,,60.0,60.0,,,39.0,,,14.0,6.0,,13.0,,,,65.0,65.0,,67.0,68.0,68.0,,,55.0,,,52.0,,52.0,17.0,,,,0.0,1.0,0.0
66,76.0,22.0,,,1024.0,359.0,0.0,2.0,,1.0,,,61.0,,33.0,65.0,,,,,19.0,,,,,,30.0,,,61.0,,46.0,50.0,20.0,42.0,,,15.0,13.0,45.0,20.0,33.0,12.0,12.0,,,,61.0,,,,,,,23.0,21.0,,23.0,25.0,,,,,,,22.0,,,,1.0,,0.0,1.0
66,,,175.0,68.0,1670.0,366.0,,,2.0,,,62.0,56.0,70.0,39.0,,54.0,64.0,54.0,60.0,,,48.0,,,,,77.0,78.0,60.0,70.0,,,73.0,,,48.0,30.0,,,60.0,,,35.0,,13.0,,9.0,,,66.0,66.0,66.0,66.0,66.0,,,,,,,,55.0,,49.0,53.0,19.0,,0.0,,,0.0,
66,,29.0,,73.0,1810.0,,,2.0,3.0,1.0,52.0,,,67.0,61.0,,,63.0,50.0,,,,,67.0,,69.0,,52.0,68.0,63.0,68.0,68.0,59.0,65.0,,70.0,,,68.0,71.0,,69.0,61.0,65.0,,,,9.0,,,65.0,65.0,,65.0,65.0,65.0,,66.0,66.0,66.0,,,,,,,18.0,,,1.0,,,1.0
66,66.0,29.0,183.0,78.0,,,,4.0,2.0,1.0,,,,,,72.0,60.0,,52.0,64.0,49.0,,64.0,,,61.0,76.0,,,70.0,,,74.0,80.0,73.0,,,47.0,,69.0,,60.0,27.0,,39.0,6.0,10.0,,,12.0,,,,,66.0,66.0,66.0,,,,,,60.0,58.0,54.0,58.0,,0.0,0.0,1.0,0.0,,1.0
66,,30.0,182.0,76.0,1712.0,363.0,1.0,3.0,,1.0,,,,,,65.0,,65.0,,,65.0,68.0,55.0,66.0,,,,,,62.0,,,,,71.0,,,,,64.0,64.0,68.0,43.0,24.0,,15.0,,,,,66.0,,66.0,66.0,,,66.0,,62.0,66.0,52.0,51.0,,,,,17.0,,0.0,1.0,,,1.0
66,,,,67.0,1613.0,337.0,,2.0,,,,,,63.0,62.0,49.0,73.0,,36.0,,,,53.0,,,64.0,69.0,65.0,71.0,69.0,72.0,57.0,61.0,70.0,42.0,45.0,,70.0,63.0,44.0,,52.0,,,64.0,,,7.0,,,,59.0,56.0,,56.0,,56.0,,56.0,61.0,,,67.0,66.0,59.0,66.0,18.0,,,,0.0,0.0,1.0
66,,,193.0,89.0,1044.0,,,,1.0,1.0,69.0,62.0,,,,,14.0,7.0,,,,,10.0,14.0,,15.0,,37.0,39.0,,35.0,47.0,50.0,,63.0,,39.0,,,50.0,,,14.0,10.0,,,62.0,,,,26.0,,,,25.0,,28.0,27.0,,,,28.0,,,,,67.0,0.0,0.0,,0.0,0.0,
66,,28.0,,70.0,,360.0,,3.0,2.0,,,,58.0,,,68.0,,44.0,,,,64.0,,,58.0,61.0,,67.0,69.0,,,,,70.0,,22.0,58.0,65.0,,53.0,35.0,,66.0,67.0,65.0,,10.0,,,,58.0,,57.0,57.0,57.0,59.0,60.0,,,63.0,66.0,65.0,66.0,66.0,,,18.0,,0.0,,0.0,,
66,66.0,32.0,,,1648.0,,1.0,,2.0,,,,,,36.0,75.0,45.0,,74.0,,61.0,59.0,,52.0,48.0,,,54.0,,64.0,,69.0,76.0,,,,,,,64.0,,,,22.0,21.0,,,,,10.0,,,,,63.0,,,61.0,,,,,,,,47.0,17.0,,0.0,,,0.0,
66,,22.0,172.0,,,354.0,1.0,,,1.0,,63.0,,,32.0,68.0,,65.0,68.0,59.0,50.0,,,,36.0,,76.0,71.0,73.0,,,,67.0,67.0,,,,,,55.0,61.0,74.0,,28.0,,,5.0,,14.0,13.0,68.0,64.0,,65.0,,64.0,,,,64.0,51.0,,,,,,,,,0.0,,0.0,
66,71.0,,178.0,67.0,1775.0,369.0,1.0,,2.0,,70.0,49.0,64.0,,61.0,65.0,,40.0,60.0,,,,70.0,68.0,62.0,60.0,,71.0,73.0,,73.0,64.0,,,,,63.0,,,,,47.0,,64.0,,9.0,9.0,,,12.0,59.0,,,,59.0,,,64.0,,64.0,,,67.0,,,66.0,,0.0,,1.0,0.0,0.0,1.0
66,,30.0,183.0,77.0,,368.0,,4.0,,1.0,,,60.0,,64.0,69.0,,39.0,,,44.0,61.0,,30.0,67.0,,66.0,,63.0,,66.0,,,69.0,,,,,53.0,,38.0,62.0,,,63.0,,14.0,,,,58.0,59.0,,58.0,58.0,,,63.0,63.0,,,,,,,66.0,18.0,,,0.0,,,0.0
66,77.0,20.0,195.0,,,368.0,,,,1.0,58.0,51.0,,66.0,,71.0,48.0,52.0,52.0,,,64.0,58.0,,65.0,68.0,,,,,60.0,51.0,,73.0,,,,63.0,56.0,64.0,43.0,,,,,,,,,,,,61.0,61.0,61.0,60.0,,,,64.0,,67.0,,,64.0,,,,0.0,1.0,0.0,0.0,
66,,31.0,185.0,,1059.0,357.0,1.0,,1.0,1.0,64.0,,64.0,66.0,30.0,,,,33.0,16.0,,9.0,13.0,25.0,,,,,23.0,,46.0,,,,,,,12.0,8.0,,50.0,35.0,,16.0,15.0,,66.0,,,66.0,,,,,,,23.0,,,,23.0,,,,,,,0.0,,1.0,,,
66,66.0,36.0,,73.0,1561.0,,1.0,,,,,,,58.0,,75.0,49.0,46.0,60.0,50.0,,60.0,24.0,,51.0,54.0,66.0,,58.0,61.0,,38.0,,72.0,,,75.0,,,43.0,,57.0,68.0,67.0,,,7.0,6.0,,,,,,53.0,53.0,,55.0,58.0,,58.0,64.0,63.0,64.0,65.0,66.0,65.0,16.0,,,1.0,,0.0,0.0
66,69.0,25.0,182.0,72.0,1667.0,361.0,,,2.0,,,,,,30.0,62.0,57.0,67.0,,62.0,,,42.0,68.0,46.0,,,75.0,74.0,63.0,72.0,,,,64.0,69.0,,,65.0,,56.0,60.0,,20.0,19.0,10.0,11.0,9.0,,9.0,,,,66.0,66.0,,67.0,,,,,,,,43.0,,19.0,0.0,0.0,1.0,0.0,,1.0
66,77.0,22.0,,71.0,1823.0,390.0,1.0,2.0,,1.0,71.0,,,68.0,60.0,69.0,,,48.0,,,,,,68.0,67.0,69.0,72.0,81.0,65.0,77.0,62.0,68.0,75.0,,57.0,,,62.0,,45.0,67.0,61.0,62.0,,13.0,6.0,11.0,,11.0,,,,,64.0,,68.0,,68.0,68.0,68.0,,68.0,66.0,,,19.0,0.0,,0.0,0.0,,
66,,,172.0,74.0,1801.0,,,,,1.0,69.0,,63.0,,,65.0,53.0,67.0,,67.0,,64.0,,,65.0,67.0,70.0,,70.0,65.0,,74.0,57.0,71.0,,,,,,66.0,,59.0,,,,,7.0,,,,,66.0,,66.0,66.0,,,66.0,66.0,66.0,,66.0,65.0,,63.0,,,,0.0,0.0,0.0,,
66,,,180.0,73.0,,,0.0,3.0,2.0,,68.0,,,58.0,,67.0,62.0,45.0,55.0,,,,50.0,27.0,50.0,,71.0,65.0,53.0,,,37.0,61.0,,,,63.0,,,,68.0,51.0,59.0,64.0,,,,,11.0,,55.0,,,54.0,,,,60.0,57.0,,65.0,62.0,,,,66.0,,1.0,,,,,
66,,,186.0,,1840.0,395.0,0.0,3.0,2.0,1.0,70.0,,64.0,,,,,,,,,61.0,,,67.0,67.0,,71.0,71.0,,70.0,72.0,72.0,81.0,69.0,,67.0,,,,,69.0,58.0,,,,15.0,,10.0,11.0,,65.0,,,65.0,65.0,,,69.0,68.0,67.0,,67.0,66.0,,,,1.0,0.0,,,,1.0
66,,,,,1595.0,335.0,0.0,,2.0,,44.0,,60.0,,,67.0,42.0,,54.0,,,,49.0,,62.0,,,36.0,,,71.0,,,,57.0,57.0,,61.0,,68.0,,,,,,,9.0,9.0,8.0,11.0,51.0,54.0,54.0,54.0,54.0,54.0,61.0,,65.0,59.0,62.0,66.0,,60.0,,60.0,,0.0,0.0,,0.0,0.0,1.0
66,67.0,,185.0,,1790.0,,,,3.0,,,,,,55.0,,,,49.0,,,67.0,58.0,59.0,67.0,66.0,71.0,,,64.0,67.0,,47.0,84.0,58.0,,55.0,53.0,,,,67.0,55.0,,53.0,,10.0,13.0,11.0,14.0,64.0,,65.0,,65.0,,,67.0,67.0,67.0,,64.0,65.0,63.0,58.0,63.0,,1.0,,,0.0,,1.0
66,,,,,1572.0,332.0,0.0,,2.0,1.0,,,,,,71.0,,26.0,,56.0,17.0,54.0,,,,,,58.0,,,63.0,35.0,,,,28.0,,67.0,50.0,,49.0,59.0,66.0,65.0,,14.0,9.0,,,,51.0,,,,50.0,51.0,,,,,63.0,64.0,63.0,,,64.0,18.0,0.0,0.0,1.0,,0.0,0.0
66,83.0,18.0,176.0,66.0,1667.0,,1.0,,3.0,,75.0,59.0,60.0,71.0,35.0,,,,,,,68.0,60.0,,56.0,,,72.0,82.0,,,58.0,,61.0,40.0,,,,,66.0,,64.0,35.0,,,13.0,,,,11.0,63.0,66.0,,,65.0,66.0,68.0,,,,55.0,52.0,55.0,52.0,,52.0,,,,0.0,,0.0,1.0
66,,22.0,170.0,65.0,1737.0,374.0,0.0,3.0,2.0,1.0,,,,68.0,57.0,66.0,62.0,,,,,67.0,53.0,,56.0,67.0,,73.0,,,83.0,63.0,69.0,,,58.0,68.0,58.0,51.0,56.0,,53.0,57.0,62.0,62.0,,13.0,,,9.0,,62.0,59.0,,,,,65.0,62.0,,,63.0,,,61.0,65.0,17.0,1.0,,,,0.0,
66,,20.0,,,1614.0,352.0,1.0,,,1.0,,,,67.0,,,,,,65.0,52.0,,,,,,,,74.0,,74.0,70.0,,,61.0,,30.0,22.0,,64.0,60.0,68.0,27.0,32.0,30.0,,9.0,13.0,,,,66.0,,65.0,65.0,66.0,,67.0,,67.0,52.0,,,49.0,,,,0.0,,,0.0,,
66,,,175.0,84.0,1602.0,,,3.0,,,65.0,,54.0,,25.0,67.0,36.0,71.0,65.0,,65.0,,,49.0,,60.0,64.0,66.0,,65.0,,66.0,80.0,63.0,,68.0,58.0,20.0,62.0,60.0,69.0,,,,,,,,,14.0,68.0,62.0,65.0,,,62.0,65.0,62.0,59.0,62.0,46.0,47.0,46.0,44.0,,44.0,18.0,,0.0,,0.0,1.0,0.0
66,,22.0,,75.0,1606.0,,1.0,3.0,,,74.0,38.0,54.0,,63.0,65.0,60.0,38.0,,,,,42.0,31.0,,,73.0,,,,67.0,,,71.0,66.0,,,,55.0,50.0,35.0,53.0,,67.0,,6.0,9.0,5.0,,5.0,,,,57.0,57.0,59.0,59.0,63.0,60.0,,,,,,,66.0,16.0,,0.0,1.0,1.0,,0.0
66,,32.0,,,,,,,3.0,,55.0,,,,40.0,67.0,53.0,,,66.0,,66.0,,,,,,58.0,,62.0,,68.0,78.0,72.0,,,,34.0,,,,70.0,43.0,,33.0,,,,12.0,13.0,66.0,,,,,64.0,66.0,,,,54.0,,54.0,,,52.0,,1.0,0.0,,,0.0,0.0
66,,28.0,188.0,70.0,1831.0,,0.0,,3.0,1.0,62.0,,63.0,,63.0,76.0,,60.0,,66.0,42.0,57.0,,,64.0,,61.0,,,,,,,,,,75.0,,60.0,61.0,51.0,,62.0,,,,,12.0,,,,61.0,,,,61.0,64.0,64.0,66.0,,,,,,,66.0,18.0,,0.0,,,,0.0
66,,31.0,,60.0,,347.0,,,,1.0,66.0,58.0,,70.0,,,,,37.0,,64.0,73.0,66.0,,59.0,,,,,,72.0,,33.0,53.0,61.0,61.0,,,63.0,68.0,59.0,59.0,,,25.0,7.0,,,8.0,12.0,62.0,66.0,65.0,,,66.0,66.0,,,66.0,,,53.0,,43.0,,,1.0,,0.0,0.0,1.0,
66,66.0,29.0,,88.0,,325.0,,,,,46.0,42.0,,,,74.0,42.0,40.0,67.0,,28.0,43.0,28.0,,,,,48.0,34.0,63.0,37.0,60.0,40.0,72.0,82.0,,63.0,64.0,,,,54.0,67.0,,,,13.0,6.0,9.0,,,,,48.0,,46.0,50.0,,,,,,,62.0,,62.0,17.0,,0.0,,0.0,0.0,
66,70.0,24.0,186.0,,,319.0,0.0,,,1.0,57.0,,,46.0,66.0,69.0,35.0,33.0,70.0,,,35.0,26.0,,,,,57.0,,,,,73.0,,,,,65.0,44.0,35.0,,48.0,66.0,66.0,,,9.0,10.0,,8.0,50.0,46.0,,47.0,47.0,,50.0,,,,,,,63.0,68.0,,,0.0,,1.0,,,
66,,23.0,187.0,,1440.0,313.0,,2.0,,,63.0,,40.0,50.0,68.0,63.0,,,,,,,,,39.0,51.0,59.0,,48.0,,,,74.0,55.0,68.0,,57.0,64.0,28.0,33.0,45.0,,,,,,,,12.0,15.0,,,44.0,44.0,,,,48.0,48.0,48.0,,60.0,60.0,63.0,68.0,63.0,18.0,0.0,1.0,0.0,,,0.0
66,,20.0,183.0,66.0,,,1.0,,,1.0,77.0,44.0,57.0,64.0,62.0,,63.0,,,61.0,41.0,,56.0,,,,75.0,,,,,60.0,73.0,73.0,,41.0,,,,54.0,35.0,58.0,62.0,,,7.0,13.0,,,8.0,,60.0,,58.0,58.0,,60.0,,60.0,63.0,66.0,63.0,,,65.0,66.0,,1.0,,0.0,,,
66,80.0,,,,1681.0,,,,,1.0,,47.0,64.0,67.0,,72.0,,46.0,45.0,69.0,41.0,,,42.0,,,,54.0,,,,,62.0,,,,43.0,57.0,,,41.0,65.0,,,54.0,,,,10.0,,,,62.0,62.0,62.0,,,66.0,,66.0,64.0,67.0,,,62.0,,,,,,0.0,,
66,66.0,,188.0,81.0,,353.0,1.0,,1.0,1.0,,65.0,66.0,,,65.0,,7.0,14.0,,9.0,11.0,10.0,14.0,29.0,,32.0,,35.0,,,,50.0,,,,22.0,,,,10.0,28.0,,18.0,16.0,66.0,65.0,,65.0,66.0,25.0,,22.0,,22.0,20.0,26.0,24.0,,,23.0,27.0,,,,,66.0,0.0,0.0,1.0,0.0,,1.0
66,,,,,1482.0,,1.0,3.0,,1.0,65.0,,,,,,,34.0,60.0,58.0,,,,33.0,38.0,,63.0,,47.0,66.0,,55.0,,,70.0,,,,33.0,,44.0,54.0,67.0,,70.0,,14.0,,8.0,,50.0,,46.0,,,45.0,47.0,49.0,50.0,,61.0,,,64.0,,,20.0,0.0,0.0,,1.0,,0.0
66,78.0,19.0,,,1730.0,,,,3.0,,,,58.0,,,68.0,,,,60.0,40.0,,,,57.0,64.0,74.0,,72.0,,74.0,59.0,,,63.0,,64.0,63.0,54.0,,,56.0,54.0,,61.0,14.0,,8.0,,,60.0,,,60.0,,,62.0,64.0,,64.0,66.0,64.0,66.0,66.0,63.0,66.0,,0.0,0.0,,0.0,,
66,,,191.0,,,321.0,1.0,3.0,,1.0,,33.0,44.0,53.0,,,,,66.0,61.0,,,,,56.0,,55.0,,57.0,,55.0,60.0,,65.0,75.0,30.0,74.0,,,40.0,21.0,68.0,66.0,,63.0,,,,12.0,16.0,50.0,,47.0,47.0,47.0,45.0,,,55.0,49.0,58.0,64.0,58.0,,,,22.0,,0.0,,1.0,0.0,
66,,,178.0,,,353.0,1.0,,,,69.0,65.0,55.0,,30.0,,,,,62.0,,,,,51.0,,71.0,68.0,69.0,62.0,,,69.0,72.0,71.0,61.0,,,,50.0,66.0,63.0,,,,,12.0,,,10.0,68.0,,,,64.0,64.0,,,60.0,65.0,51.0,49.0,51.0,,46.0,49.0,18.0,0.0,0.0,,0.0,,1.0
66,79.0,,174.0,,1562.0,338.0,1.0,4.0,3.0,,78.0,,59.0,75.0,,51.0,,50.0,42.0,,40.0,,62.0,,,,80.0,77.0,84.0,60.0,,,,62.0,44.0,,,,,,,62.0,24.0,,,7.0,,15.0,9.0,,60.0,,64.0,64.0,,66.0,67.0,68.0,60.0,68.0,52.0,,,48.0,39.0,48.0,17.0,,,,0.0,0.0,1.0
66,,,,86.0,1808.0,374.0,1.0,3.0,,1.0,41.0,,,62.0,,,63.0,,,,,64.0,68.0,59.0,,,,,49.0,,,,,,90.0,,,64.0,,,72.0,,,59.0,,11.0,11.0,9.0,12.0,13.0,63.0,60.0,,62.0,62.0,,,64.0,66.0,64.0,64.0,,,,,,19.0,,,0.0,1.0,0.0,0.0
66,77.0,,,77.0,,357.0,1.0,,3.0,1.0,76.0,65.0,58.0,68.0,,62.0,51.0,,,61.0,,,,,,69.0,77.0,,,63.0,,,73.0,,,58.0,48.0,,,68.0,,,,,22.0,13.0,14.0,6.0,6.0,6.0,,66.0,,67.0,67.0,66.0,68.0,67.0,,,51.0,48.0,,49.0,43.0,,17.0,,0.0,0.0,0.0,,
66,66.0,,177.0,74.0,,347.0,,2.0,,,,32.0,48.0,,64.0,,58.0,,46.0,58.0,27.0,54.0,41.0,28.0,43.0,,74.0,,,67.0,,,57.0,,75.0,36.0,64.0,,,,35.0,65.0,,75.0,,8.0,,6.0,10.0,,52.0,,,52.0,,55.0,,,,58.0,,,,,66.0,,18.0,0.0,0.0,1.0,,,0.0
66,68.0,25.0,183.0,,,,,,3.0,1.0,82.0,64.0,,66.0,39.0,78.0,49.0,,61.0,,,,,,47.0,65.0,,,,,76.0,,79.0,,,,59.0,,66.0,53.0,,,,39.0,,,9.0,,,,,,,,,,,66.0,60.0,,56.0,54.0,56.0,55.0,53.0,,18.0,1.0,0.0,0.0,0.0,0.0,
66,,,188.0,,1799.0,400.0,,,2.0,,,56.0,,,62.0,79.0,,,53.0,63.0,42.0,67.0,48.0,51.0,67.0,,71.0,83.0,,,49.0,73.0,63.0,69.0,,,,64.0,,58.0,,,,64.0,62.0,,14.0,11.0,6.0,15.0,64.0,,,,,63.0,,66.0,64.0,,,66.0,66.0,66.0,66.0,,18.0,1.0,,0.0,,,
66,66.0,,181.0,,1816.0,383.0,1.0,3.0,3.0,1.0,,,64.0,73.0,54.0,61.0,,,,,,,,63.0,,,,,81.0,,75.0,65.0,,73.0,59.0,59.0,51.0,,63.0,66.0,,,55.0,,,,,10.0,,7.0,66.0,66.0,66.0,,66.0,66.0,66.0,66.0,66.0,,64.0,63.0,,62.0,58.0,62.0,19.0,0.0,0.0,,,0.0,
66,,28.0,191.0,,1608.0,,,,,1.0,55.0,65.0,,,,81.0,,,72.0,,,,47.0,55.0,40.0,64.0,58.0,,,,,71.0,,,,,,37.0,68.0,,65.0,,32.0,25.0,18.0,14.0,,,9.0,,,,61.0,,,57.0,59.0,58.0,,,,,48.0,,,46.0,19.0,1.0,0.0,0.0,,0.0,0.0
66,,,192.0,85.0,,328.0,1.0,3.0,,,,29.0,,,65.0,79.0,28.0,31.0,,,25.0,42.0,,22.0,57.0,52.0,,,47.0,62.0,49.0,,,,84.0,,,,32.0,42.0,25.0,,65.0,65.0,,,8.0,5.0,,15.0,,45.0,,46.0,,,49.0,51.0,,51.0,60.0,,,,68.0,,,,,,,,
66,,23.0,175.0,,1640.0,,,3.0,,,85.0,,,69.0,27.0,51.0,,58.0,,,,,,67.0,56.0,66.0,,86.0,,,,61.0,,,,58.0,,,62.0,65.0,55.0,53.0,,,,,6.0,7.0,12.0,,,,65.0,65.0,,,,,,67.0,,,53.0,,40.0,,,,0.0,,,0.0,1.0
66,,,183.0,76.0,1410.0,307.0,1.0,,,,53.0,,,48.0,66.0,68.0,,,63.0,,,36.0,26.0,26.0,48.0,,,,,61.0,,31.0,85.0,,,23.0,60.0,,28.0,33.0,33.0,58.0,66.0,68.0,61.0,,9.0,10.0,15.0,16.0,,44.0,44.0,44.0,,44.0,48.0,,53.0,48.0,,,,61.0,,,19.0,,0.0,,,0.0,1.0
66,73.0,22.0,,,,364.0,,2.0,2.0,,68.0,,,,,72.0,,,52.0,,,62.0,,,,67.0,,,63.0,63.0,,,,72.0,73.0,,71.0,63.0,,53.0,,,62.0,,,,6.0,8.0,,13.0,55.0,56.0,55.0,55.0,55.0,,,,,61.0,,,66.0,,66.0,,,,0.0,,0.0,,1.0
66,,21.0,170.0,,1719.0,,,,,,76.0,,62.0,,,56.0,63.0,,,65.0,,70.0,56.0,,,65.0,,,,,,63.0,,,58.0,58.0,44.0,,64.0,,,59.0,,,48.0,,,15.0,6.0,8.0,,,,64.0,,65.0,,67.0,,67.0,,,62.0,,56.0,61.0,16.0,,,,,,1.0
66,66.0,30.0,188.0,,1522.0,332.0,0.0,,2.0,,67.0,,41.0,48.0,64.0,,24.0,33.0,,,23.0,33.0,,,,,67.0,,,,,,78.0,,,,66.0,,30.0,,,47.0,67.0,,,,11.0,13.0,13.0,,51.0,,46.0,,46.0,,48.0,49.0,,49.0,59.0,63.0,,,66.0,62.0,,,1.0,,,,1.0
66,,,,,,,,2.0,2.0,1.0,,36.0,52.0,57.0,67.0,62.0,,38.0,66.0,66.0,37.0,53.0,39.0,34.0,56.0,59.0,,66.0,60.0,63.0,72.0,41.0,72.0,,,27.0,,,29.0,43.0,45.0,,66.0,69.0,65.0,12.0,13.0,,8.0,,,,50.0,50.0,50.0,,,55.0,,,63.0,,63.0,,68.0,,,,0.0,,0.0,0.0,1.0
66,,25.0,196.0,,1394.0,299.0,1.0,2.0,,1.0,,30.0,45.0,44.0,66.0,81.0,32.0,26.0,,,,,,,,56.0,,33.0,,,,,,79.0,91.0,,,65.0,33.0,,,63.0,,64.0,63.0,6.0,6.0,,,,47.0,,42.0,42.0,42.0,,45.0,,53.0,46.0,58.0,64.0,,,,60.0,16.0,,0.0,1.0,,0.0,
66,70.0,23.0,,,1727.0,358.0,,,,,73.0,58.0,63.0,,,59.0,61.0,60.0,,64.0,,,68.0,,,67.0,74.0,,82.0,,,,,,60.0,,,,66.0,66.0,52.0,59.0,35.0,37.0,35.0,,,,,10.0,,66.0,,65.0,65.0,66.0,,,63.0,68.0,56.0,53.0,56.0,54.0,,,,,,1.0,0.0,,1.0
66,66.0,,178.0,,1859.0,,1.0,,3.0,1.0,,,,,,75.0,,60.0,,68.0,,,,,,66.0,,72.0,78.0,,,,,90.0,71.0,,,,,,56.0,,,61.0,57.0,,7.0,,,,64.0,,63.0,,,65.0,,,66.0,,,,,,,,,,,,0.0,,
66,,26.0,,,1790.0,389.0,,,,1.0,66.0,,63.0,,,,,,,68.0,,,,,67.0,,64.0,,63.0,63.0,,,,,72.0,56.0,83.0,61.0,,63.0,,59.0,64.0,,56.0,15.0,,,10.0,,,,,63.0,63.0,,,,66.0,,,,,66.0,66.0,,20.0,,0.0,,1.0,,
