Overall,Potential,Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
67,67.0,,180.0,75.0,,407.0,,,,,74.0,,,67.0,,,,,,,,66.0,,,,67.0,67.0,,,,72.0,68.0,71.0,86.0,,,60.0,,69.0,,62.0,,,58.0,,,6.0,6.0,12.0,14.0,67.0,,,,67.0,,67.0,67.0,,,,67.0,,67.0,65.0,67.0,,,0.0,0.0,0.0,0.0,
67,73.0,,172.0,77.0,,381.0,1.0,,,,64.0,,66.0,,57.0,66.0,,55.0,,,,,,47.0,69.0,,65.0,,,,85.0,,,,,,,60.0,61.0,67.0,55.0,63.0,57.0,,,12.0,5.0,,,6.0,64.0,65.0,,65.0,,,69.0,,69.0,68.0,65.0,,65.0,64.0,62.0,64.0,17.0,,,0.0,0.0,,1.0
67,78.0,21.0,,75.0,,356.0,,3.0,2.0,1.0,,38.0,,,,70.0,48.0,,66.0,,,58.0,,,63.0,62.0,,,,63.0,,55.0,,,71.0,,65.0,65.0,32.0,,35.0,65.0,68.0,,,,8.0,14.0,,6.0,54.0,54.0,53.0,,53.0,54.0,57.0,58.0,,58.0,65.0,,65.0,,,,,,,,,0.0,0.0
67,,,,75.0,,,0.0,,,,,,53.0,,67.0,64.0,,,,62.0,,47.0,,34.0,,58.0,44.0,,34.0,65.0,43.0,,,45.0,,,,69.0,41.0,52.0,44.0,68.0,,,,10.0,13.0,,,7.0,52.0,48.0,,,,,53.0,,57.0,52.0,,,60.0,,,62.0,18.0,0.0,0.0,1.0,0.0,0.0,
67,76.0,,,,,,,2.0,2.0,,80.0,,49.0,65.0,,72.0,63.0,34.0,51.0,,26.0,65.0,,,,,,,,62.0,,32.0,,,,,,61.0,48.0,45.0,45.0,,,,,12.0,10.0,6.0,,,,,,54.0,54.0,58.0,56.0,61.0,55.0,61.0,67.0,,,67.0,65.0,,19.0,0.0,,,,0.0,0.0
67,74.0,23.0,,,,384.0,0.0,2.0,3.0,,,56.0,,68.0,62.0,,67.0,59.0,,,,68.0,,56.0,,,,,71.0,64.0,,70.0,,,,42.0,,61.0,58.0,,,59.0,63.0,,63.0,9.0,9.0,,14.0,7.0,64.0,,,,,,,,62.0,66.0,68.0,,,67.0,,67.0,,0.0,,,0.0,0.0,
67,,,173.0,,1746.0,380.0,,,,1.0,,,59.0,66.0,,69.0,,26.0,,,30.0,,45.0,55.0,62.0,64.0,,,,,,52.0,,,70.0,47.0,61.0,60.0,68.0,,,58.0,,,63.0,6.0,8.0,,,7.0,,62.0,,,,,62.0,66.0,,,68.0,,,,,,16.0,,,0.0,,0.0,0.0
67,,,176.0,,1875.0,,0.0,3.0,2.0,1.0,,61.0,,64.0,62.0,,,59.0,,,,,,,,,81.0,,,62.0,70.0,,72.0,,70.0,,,61.0,67.0,62.0,,62.0,,,62.0,,12.0,7.0,10.0,16.0,65.0,,64.0,64.0,64.0,66.0,,,65.0,,67.0,65.0,67.0,,65.0,,20.0,,0.0,0.0,0.0,,
67,67.0,28.0,180.0,70.0,,377.0,0.0,3.0,,1.0,,,,69.0,51.0,66.0,,,46.0,,54.0,,68.0,,,,66.0,56.0,,,,62.0,,,,65.0,68.0,,,70.0,75.0,,,54.0,,5.0,8.0,,,,,,,,,,,67.0,67.0,,62.0,,,,58.0,,18.0,,0.0,0.0,,,0.0
67,,,183.0,,1715.0,382.0,,,,1.0,,,57.0,70.0,,,,,,,57.0,69.0,55.0,39.0,55.0,71.0,,,,62.0,,69.0,71.0,70.0,,60.0,60.0,,,62.0,,,,,29.0,,8.0,9.0,6.0,,69.0,68.0,68.0,,68.0,68.0,,,62.0,69.0,56.0,53.0,56.0,54.0,50.0,,16.0,,0.0,0.0,,,0.0
67,68.0,25.0,,,1628.0,360.0,,4.0,,1.0,,,58.0,,30.0,,,,33.0,60.0,,,59.0,,48.0,66.0,,,,,,,45.0,71.0,57.0,,,22.0,,,,,35.0,,,15.0,12.0,,,7.0,,67.0,65.0,65.0,65.0,,67.0,67.0,,67.0,,,54.0,51.0,,51.0,,0.0,0.0,,,0.0,1.0
67,67.0,31.0,,72.0,,,,,,1.0,51.0,,,,65.0,72.0,59.0,,,66.0,,53.0,42.0,57.0,,63.0,50.0,52.0,,67.0,,57.0,65.0,,,55.0,74.0,,55.0,,,59.0,65.0,68.0,,,,,8.0,,60.0,,58.0,,58.0,58.0,61.0,,64.0,,65.0,,,,,,19.0,,0.0,,,0.0,0.0
67,74.0,,183.0,75.0,,,,2.0,2.0,1.0,,36.0,,,,68.0,36.0,,,,36.0,,27.0,37.0,,45.0,55.0,,,,57.0,,,61.0,,33.0,75.0,,,34.0,,49.0,71.0,69.0,,14.0,,6.0,,11.0,49.0,,,,43.0,,45.0,47.0,50.0,,,62.0,,,,62.0,,0.0,0.0,,0.0,0.0,1.0
67,,,,77.0,,,,,,1.0,,,49.0,55.0,,73.0,21.0,45.0,,67.0,,,24.0,,60.0,,52.0,55.0,40.0,,52.0,40.0,73.0,,,,,,,48.0,,57.0,,,,,15.0,,6.0,,56.0,51.0,54.0,54.0,,51.0,56.0,,,,59.0,,,,69.0,,17.0,,,,,,
67,,30.0,,73.0,1856.0,387.0,0.0,2.0,,1.0,69.0,60.0,66.0,67.0,,,72.0,,49.0,65.0,59.0,,,,,68.0,,67.0,70.0,64.0,,78.0,,66.0,,67.0,,65.0,,58.0,46.0,59.0,,,,10.0,13.0,,,,,64.0,63.0,63.0,,,65.0,,,,,66.0,,,64.0,,19.0,,0.0,0.0,0.0,0.0,
67,67.0,37.0,180.0,78.0,1735.0,348.0,1.0,3.0,,,33.0,,,,64.0,60.0,63.0,55.0,60.0,73.0,,60.0,64.0,,,,34.0,33.0,49.0,,,66.0,,32.0,,,69.0,,65.0,,,72.0,,,,12.0,,,,,,60.0,,,62.0,,66.0,,,62.0,,,60.0,,66.0,,,0.0,,,0.0,,0.0
67,74.0,,178.0,,,392.0,1.0,,,,86.0,,,,,70.0,65.0,50.0,,,41.0,68.0,62.0,,55.0,67.0,,85.0,,,,52.0,,89.0,,,,,,65.0,,,57.0,,56.0,,14.0,,14.0,9.0,62.0,66.0,,63.0,63.0,,,,,,67.0,,67.0,,61.0,,18.0,,0.0,0.0,0.0,,
67,,,179.0,70.0,,396.0,,,,1.0,75.0,62.0,62.0,66.0,61.0,70.0,,,56.0,63.0,,65.0,,48.0,61.0,64.0,73.0,,75.0,62.0,,,71.0,,,,,,68.0,,,,,,,,,8.0,14.0,,66.0,,,,65.0,,66.0,67.0,,67.0,,66.0,,,,67.0,21.0,,,0.0,,0.0,0.0
67,76.0,21.0,,74.0,,381.0,0.0,3.0,2.0,,62.0,,65.0,61.0,64.0,,48.0,,,,37.0,,,,,61.0,66.0,,64.0,69.0,,,57.0,,66.0,,,,64.0,62.0,,65.0,,,,14.0,,14.0,,12.0,65.0,,63.0,,,,,,69.0,,66.0,69.0,66.0,,,66.0,20.0,0.0,,,0.0,0.0,1.0
67,,,,,1724.0,,0.0,3.0,3.0,1.0,,60.0,,71.0,,42.0,63.0,,44.0,68.0,54.0,,68.0,,,70.0,,,,64.0,,62.0,36.0,,34.0,,,57.0,63.0,67.0,58.0,66.0,49.0,55.0,,13.0,,12.0,8.0,8.0,62.0,,,,,,69.0,,66.0,,,,,59.0,54.0,59.0,,0.0,0.0,1.0,0.0,0.0,
67,,,,,1496.0,,,,2.0,,51.0,35.0,47.0,,67.0,,,,,,,59.0,38.0,31.0,,61.0,,,40.0,,,39.0,,64.0,81.0,,64.0,67.0,24.0,,,51.0,,,,,10.0,5.0,10.0,15.0,51.0,,48.0,,48.0,48.0,,,,53.0,61.0,65.0,,,69.0,62.0,19.0,0.0,,,0.0,0.0,1.0
67,,,175.0,,1662.0,347.0,0.0,3.0,3.0,,,66.0,64.0,66.0,17.0,61.0,60.0,,,,,,59.0,54.0,61.0,,75.0,,72.0,,71.0,69.0,,67.0,58.0,,54.0,11.0,,,,,12.0,16.0,14.0,,8.0,,15.0,,67.0,,67.0,67.0,,,67.0,,62.0,,,,48.0,,37.0,44.0,,0.0,0.0,,0.0,0.0,1.0
67,,,,,,383.0,1.0,3.0,,1.0,83.0,,,64.0,44.0,,,,70.0,,,64.0,61.0,,52.0,,85.0,81.0,,,56.0,,,,76.0,,48.0,,60.0,67.0,62.0,,,40.0,,,,14.0,12.0,,67.0,66.0,,,,66.0,67.0,67.0,,,60.0,,60.0,59.0,55.0,59.0,,,,0.0,0.0,0.0,
67,,32.0,173.0,72.0,1699.0,,1.0,3.0,3.0,1.0,,40.0,,62.0,,,,,,63.0,32.0,61.0,,,,,,,,,,,,,76.0,,,,59.0,,42.0,,,,,,15.0,,,,57.0,,58.0,58.0,,60.0,,,,64.0,,65.0,67.0,,67.0,,18.0,0.0,,1.0,,0.0,
67,67.0,,183.0,73.0,,,,3.0,3.0,1.0,61.0,62.0,,,,,,64.0,49.0,66.0,,69.0,,,,70.0,,,70.0,69.0,64.0,,57.0,,59.0,65.0,45.0,,,,62.0,73.0,,,,,,14.0,6.0,8.0,,,,67.0,,67.0,67.0,67.0,67.0,,,,64.0,,,,,0.0,0.0,,0.0,,0.0
67,,,,87.0,959.0,356.0,,,,1.0,,,,67.0,,69.0,13.0,5.0,11.0,31.0,7.0,14.0,10.0,,20.0,,29.0,20.0,,64.0,,49.0,,24.0,72.0,5.0,18.0,9.0,4.0,34.0,18.0,,5.0,11.0,11.0,,,,,,25.0,20.0,22.0,22.0,,,24.0,24.0,,,22.0,,22.0,21.0,24.0,21.0,,0.0,0.0,,0.0,,1.0
67,,18.0,,69.0,,,,,3.0,1.0,77.0,61.0,58.0,69.0,52.0,,52.0,62.0,,63.0,,68.0,56.0,,,68.0,77.0,,74.0,,,,,,41.0,,,,,,,,,49.0,51.0,10.0,13.0,10.0,14.0,10.0,,,67.0,67.0,,66.0,,,65.0,68.0,63.0,60.0,,62.0,,62.0,21.0,,0.0,0.0,0.0,,
67,78.0,21.0,,64.0,,,1.0,,3.0,,73.0,59.0,,72.0,,45.0,,61.0,,69.0,53.0,72.0,64.0,60.0,65.0,70.0,75.0,,,57.0,,,,,37.0,,44.0,52.0,61.0,,,62.0,42.0,51.0,,,14.0,,,5.0,62.0,67.0,,65.0,65.0,,,69.0,,69.0,61.0,59.0,61.0,,51.0,59.0,18.0,,0.0,,0.0,,
67,,25.0,186.0,74.0,1729.0,,,4.0,3.0,1.0,66.0,63.0,63.0,68.0,,66.0,,,,66.0,,,,,,,,,71.0,68.0,62.0,71.0,,,61.0,,,,,66.0,,,42.0,46.0,39.0,10.0,5.0,8.0,6.0,9.0,,,,67.0,67.0,,,68.0,,68.0,58.0,58.0,,56.0,,56.0,,,,0.0,,,
67,82.0,,170.0,70.0,,,0.0,3.0,,1.0,80.0,64.0,64.0,,25.0,,65.0,,27.0,,,74.0,,,61.0,70.0,,80.0,,,78.0,67.0,41.0,67.0,34.0,,31.0,23.0,,,55.0,,25.0,25.0,23.0,6.0,6.0,10.0,5.0,11.0,,67.0,65.0,,65.0,,,69.0,,69.0,,47.0,53.0,,35.0,48.0,14.0,0.0,0.0,,,0.0,
67,76.0,21.0,195.0,90.0,1503.0,,0.0,,2.0,1.0,67.0,30.0,,53.0,,74.0,34.0,,68.0,,,50.0,,29.0,48.0,56.0,,73.0,,,,41.0,,62.0,84.0,,,,,37.0,,,,,,10.0,11.0,5.0,,,,47.0,47.0,47.0,,47.0,,51.0,53.0,,,62.0,61.0,,69.0,,18.0,0.0,,,,0.0,0.0
67,,25.0,,80.0,,358.0,0.0,,1.0,,64.0,,65.0,70.0,30.0,63.0,12.0,11.0,18.0,16.0,11.0,14.0,12.0,11.0,,16.0,31.0,28.0,33.0,65.0,32.0,,,22.0,,12.0,,,11.0,52.0,10.0,47.0,10.0,12.0,13.0,,,,,,,22.0,25.0,25.0,,22.0,27.0,,26.0,25.0,22.0,24.0,,22.0,24.0,22.0,,0.0,,1.0,0.0,0.0,
67,,28.0,179.0,,,,,4.0,3.0,1.0,60.0,,,63.0,,,,57.0,,66.0,,59.0,,,,,,,,65.0,,,74.0,,,,73.0,,61.0,64.0,63.0,65.0,62.0,67.0,,15.0,11.0,7.0,,7.0,63.0,,,,62.0,62.0,65.0,65.0,67.0,,,,,67.0,,,19.0,0.0,,1.0,,0.0,0.0
67,,,,,1522.0,324.0,1.0,3.0,,1.0,,39.0,47.0,45.0,,,,,,63.0,31.0,,,31.0,,55.0,,57.0,,65.0,44.0,43.0,,57.0,78.0,,,,,,,59.0,,,67.0,,,12.0,10.0,11.0,,46.0,,48.0,,,,,55.0,,,64.0,59.0,62.0,67.0,62.0,20.0,,,,0.0,0.0,
67,,,181.0,,,373.0,,,2.0,1.0,71.0,,59.0,62.0,,,63.0,,,,39.0,,,,,61.0,,,,67.0,,,,,,55.0,,61.0,47.0,49.0,51.0,57.0,,,,12.0,,,,13.0,,,57.0,,,,,62.0,61.0,62.0,67.0,65.0,,,66.0,,19.0,,,,0.0,0.0,
67,,25.0,180.0,,1620.0,352.0,0.0,3.0,3.0,1.0,69.0,67.0,45.0,,36.0,,30.0,,57.0,,66.0,63.0,,45.0,44.0,68.0,,,,65.0,65.0,,61.0,73.0,,,,42.0,,44.0,49.0,60.0,,25.0,22.0,5.0,,13.0,11.0,,69.0,,64.0,64.0,,,,,57.0,,,,51.0,49.0,,49.0,,0.0,,,0.0,0.0,1.0
67,,,180.0,78.0,,,,,1.0,1.0,,69.0,,,,,11.0,7.0,13.0,,9.0,10.0,14.0,11.0,16.0,11.0,19.0,19.0,,,,46.0,72.0,19.0,,7.0,22.0,7.0,4.0,66.0,11.0,21.0,6.0,12.0,11.0,,,,68.0,,,18.0,20.0,20.0,20.0,18.0,,21.0,25.0,21.0,18.0,21.0,18.0,18.0,21.0,18.0,,0.0,0.0,,0.0,0.0,1.0
67,67.0,,180.0,,,,,,,1.0,58.0,,62.0,,40.0,67.0,63.0,,,61.0,65.0,,,54.0,59.0,62.0,65.0,53.0,63.0,74.0,,,67.0,,70.0,65.0,55.0,33.0,,68.0,,,,33.0,,15.0,7.0,13.0,,6.0,67.0,65.0,,,,65.0,,67.0,,67.0,55.0,,55.0,53.0,,,18.0,,,0.0,0.0,,0.0
67,71.0,24.0,,62.0,1914.0,,0.0,,,1.0,,,,,,68.0,,,,68.0,56.0,,,,,,80.0,,77.0,,80.0,68.0,64.0,86.0,58.0,,72.0,,,68.0,,,,,,14.0,13.0,11.0,,,,,,,,,69.0,,69.0,71.0,,,,,62.0,,,0.0,0.0,1.0,,0.0,0.0
67,,,175.0,68.0,,372.0,,3.0,3.0,,,,62.0,,,,,,62.0,62.0,,62.0,,,59.0,,,61.0,,65.0,83.0,47.0,83.0,,69.0,45.0,,65.0,68.0,67.0,52.0,57.0,,,66.0,13.0,14.0,11.0,,,60.0,,,60.0,,,63.0,,,65.0,,,67.0,67.0,,,,,,,,,0.0
67,67.0,,185.0,80.0,,,,,3.0,,65.0,67.0,,67.0,,76.0,,,63.0,,,,59.0,,,,62.0,68.0,72.0,66.0,67.0,,,,78.0,,,28.0,,70.0,68.0,,24.0,37.0,,9.0,15.0,,,,67.0,67.0,,67.0,,,67.0,67.0,,,,56.0,57.0,,,,,,0.0,0.0,,0.0,0.0
67,67.0,,181.0,,1457.0,,0.0,2.0,2.0,1.0,46.0,,38.0,43.0,,78.0,,,69.0,55.0,29.0,34.0,,23.0,,50.0,50.0,,,,64.0,43.0,82.0,,81.0,,81.0,,36.0,30.0,45.0,,,,,,11.0,8.0,,10.0,50.0,42.0,44.0,44.0,44.0,,,,48.0,,,,,,,,20.0,,0.0,,,,0.0
67,67.0,,174.0,70.0,1678.0,,,,3.0,1.0,,62.0,,70.0,43.0,57.0,,63.0,,61.0,,,,,48.0,,84.0,87.0,,59.0,76.0,,,,61.0,58.0,,,65.0,56.0,52.0,49.0,47.0,,37.0,,5.0,12.0,,,,67.0,66.0,,,67.0,67.0,,,,,,,,50.0,57.0,,,0.0,0.0,,,
67,76.0,22.0,,,1582.0,,,,2.0,1.0,60.0,38.0,,,67.0,73.0,,29.0,,,34.0,,,,,,57.0,,61.0,64.0,61.0,,80.0,,77.0,,65.0,,,41.0,,,,,,,12.0,12.0,,11.0,52.0,47.0,,48.0,,,51.0,51.0,56.0,51.0,,66.0,,64.0,69.0,,19.0,,,0.0,0.0,0.0,
67,78.0,,202.0,85.0,1028.0,,,,1.0,1.0,69.0,,66.0,,,67.0,,9.0,10.0,26.0,8.0,12.0,12.0,13.0,,,,,,62.0,,50.0,42.0,37.0,,8.0,,7.0,8.0,,,,14.0,11.0,10.0,,,,,,27.0,22.0,24.0,24.0,24.0,22.0,,26.0,26.0,,24.0,26.0,24.0,24.0,25.0,24.0,68.0,0.0,,1.0,0.0,,
67,,,184.0,78.0,,309.0,0.0,,2.0,1.0,,28.0,44.0,40.0,67.0,,,25.0,,,23.0,,,35.0,,53.0,56.0,68.0,42.0,61.0,55.0,35.0,,,77.0,26.0,,67.0,,33.0,,53.0,68.0,,63.0,,,,,,,41.0,41.0,41.0,41.0,41.0,45.0,,49.0,,58.0,62.0,58.0,,68.0,,18.0,0.0,,,0.0,,
67,72.0,,187.0,,,335.0,0.0,3.0,,1.0,,,,67.0,20.0,,53.0,69.0,,66.0,,69.0,,,53.0,,,,57.0,,54.0,66.0,,,,,,12.0,,,69.0,,16.0,14.0,17.0,6.0,15.0,6.0,,11.0,69.0,,67.0,,,,,66.0,60.0,,46.0,44.0,,42.0,38.0,42.0,19.0,,0.0,0.0,0.0,,0.0
67,,,180.0,,,,,3.0,,,68.0,65.0,,,,,62.0,,,,,,,53.0,,,,,61.0,54.0,,68.0,44.0,63.0,,60.0,,,,,61.0,,,38.0,,6.0,8.0,7.0,8.0,11.0,,66.0,66.0,66.0,66.0,66.0,,,63.0,67.0,54.0,,54.0,,,52.0,,,,0.0,0.0,0.0,
67,67.0,27.0,179.0,,,382.0,,,3.0,,,,,,57.0,,58.0,53.0,,,,70.0,,,,,70.0,,72.0,60.0,,57.0,,72.0,,,54.0,,,,48.0,,55.0,,,,12.0,7.0,,15.0,62.0,,64.0,,64.0,,,67.0,,67.0,,,66.0,,62.0,64.0,,0.0,,1.0,0.0,,
67,67.0,29.0,196.0,,,,,,,1.0,,41.0,46.0,42.0,,,31.0,28.0,75.0,58.0,29.0,,,27.0,,,34.0,72.0,32.0,62.0,30.0,,34.0,,94.0,,70.0,,28.0,,,,,,,,,,10.0,,,,46.0,,46.0,,,46.0,,46.0,,62.0,,59.0,67.0,,19.0,0.0,0.0,1.0,0.0,0.0,
67,,26.0,182.0,77.0,1465.0,319.0,,,2.0,,,28.0,,49.0,67.0,,31.0,,,,,,30.0,25.0,52.0,55.0,55.0,,49.0,60.0,,35.0,,78.0,76.0,26.0,,,31.0,29.0,,,65.0,,,9.0,,7.0,11.0,,,43.0,,43.0,,43.0,46.0,,,,61.0,64.0,,63.0,69.0,63.0,18.0,,,0.0,,0.0,0.0
67,67.0,,,84.0,1832.0,,,3.0,,1.0,,67.0,,,,,60.0,,,,,,,,61.0,,78.0,,,56.0,,,90.0,,,,51.0,,,63.0,60.0,59.0,47.0,,,,8.0,,13.0,13.0,,,67.0,,,,,67.0,,,64.0,62.0,,63.0,,,17.0,,0.0,0.0,,,0.0
67,,,176.0,74.0,,381.0,1.0,3.0,2.0,1.0,58.0,56.0,63.0,,64.0,72.0,43.0,,59.0,,32.0,68.0,63.0,,68.0,,60.0,,65.0,66.0,62.0,,56.0,71.0,73.0,,75.0,,,,43.0,69.0,,,,8.0,14.0,9.0,,16.0,62.0,,63.0,63.0,63.0,62.0,,65.0,67.0,65.0,66.0,,66.0,,67.0,66.0,,0.0,,,0.0,0.0,
67,70.0,24.0,,,1492.0,,,3.0,2.0,1.0,,32.0,49.0,50.0,,64.0,,,,64.0,29.0,,35.0,31.0,,57.0,53.0,,,64.0,52.0,47.0,,60.0,65.0,35.0,,,32.0,,,60.0,,69.0,67.0,8.0,,,7.0,10.0,,,46.0,,46.0,46.0,,51.0,,51.0,,,62.0,64.0,,,,,0.0,,,0.0,0.0
67,73.0,,186.0,77.0,1682.0,359.0,,3.0,,1.0,,,62.0,,,68.0,,69.0,67.0,,,61.0,,44.0,58.0,,,75.0,78.0,,59.0,70.0,,77.0,68.0,,,,,70.0,,,15.0,15.0,,,6.0,5.0,,,69.0,66.0,66.0,,,,,68.0,62.0,,49.0,,49.0,46.0,,,,0.0,0.0,,0.0,0.0,
67,,29.0,178.0,,,405.0,,,,1.0,71.0,61.0,,,,81.0,62.0,,54.0,,,,,64.0,,66.0,68.0,,,,,,76.0,85.0,,,,,,,55.0,,,,,14.0,,,8.0,14.0,,,,,65.0,65.0,,67.0,,,,67.0,,67.0,67.0,,21.0,0.0,,,,0.0,0.0
67,74.0,,,,,,0.0,,3.0,,,,,,65.0,,,31.0,,66.0,36.0,,,44.0,59.0,62.0,,,69.0,65.0,,69.0,,,73.0,,59.0,,,54.0,42.0,,,67.0,,14.0,6.0,9.0,,,,,,59.0,,,,63.0,,63.0,67.0,66.0,,,68.0,67.0,18.0,0.0,0.0,,0.0,,
67,73.0,23.0,180.0,75.0,1755.0,379.0,,4.0,,,72.0,51.0,,,,70.0,,,,,,59.0,55.0,,,,70.0,74.0,,,,58.0,82.0,,,,62.0,60.0,,64.0,36.0,56.0,,,,,12.0,7.0,,,,,,60.0,60.0,62.0,,,64.0,,,66.0,67.0,67.0,,67.0,,,0.0,0.0,0.0,0.0,1.0
67,67.0,,180.0,,,,1.0,,3.0,,,58.0,,,62.0,,,,46.0,,,,,,,68.0,,,79.0,,70.0,,64.0,,79.0,52.0,67.0,,65.0,,,,,,,15.0,8.0,13.0,,8.0,,65.0,65.0,,,,,67.0,,,,,67.0,67.0,,67.0,,,,0.0,,,0.0
67,70.0,24.0,183.0,78.0,,354.0,1.0,,,,72.0,37.0,49.0,56.0,,73.0,,25.0,,53.0,,53.0,52.0,,53.0,,,72.0,61.0,,68.0,,,,,45.0,,70.0,25.0,40.0,32.0,56.0,65.0,68.0,,13.0,,11.0,14.0,,,50.0,49.0,,49.0,,51.0,54.0,,54.0,64.0,,,66.0,,,,0.0,,,,0.0,0.0
67,,,178.0,70.0,1765.0,,1.0,2.0,3.0,1.0,,,,66.0,,70.0,,,45.0,66.0,38.0,65.0,,,64.0,66.0,74.0,68.0,,64.0,,,61.0,,,,,63.0,,,,,,61.0,,,6.0,14.0,8.0,,63.0,65.0,,,64.0,65.0,,68.0,67.0,,68.0,67.0,,,64.0,,16.0,,0.0,0.0,,0.0,0.0
67,,,186.0,77.0,,331.0,0.0,2.0,2.0,,55.0,29.0,50.0,55.0,66.0,76.0,,22.0,,,27.0,46.0,,24.0,63.0,,,,53.0,63.0,56.0,48.0,73.0,78.0,,25.0,62.0,,,32.0,,,,,,15.0,12.0,,8.0,5.0,49.0,,47.0,,,,52.0,,58.0,,,68.0,63.0,64.0,,,,0.0,,,0.0,0.0,1.0
67,77.0,22.0,,72.0,1621.0,,,,3.0,,,,,69.0,,,,,,,,67.0,,59.0,,68.0,78.0,72.0,,62.0,84.0,,58.0,66.0,53.0,62.0,,28.0,66.0,62.0,62.0,,,15.0,,,,7.0,8.0,,,67.0,66.0,66.0,66.0,,68.0,68.0,,68.0,51.0,47.0,,47.0,,,,,,0.0,,0.0,
67,,19.0,,71.0,,,0.0,3.0,2.0,,,,,64.0,67.0,,61.0,,,,,63.0,,46.0,,,,,67.0,58.0,,,68.0,,65.0,48.0,,,50.0,,,68.0,,69.0,,,,,,,,,62.0,62.0,62.0,,64.0,,,65.0,67.0,,,,69.0,,18.0,0.0,,,,0.0,0.0
67,67.0,30.0,,80.0,,,,3.0,,1.0,,,,67.0,,78.0,,64.0,54.0,,,,65.0,,,,64.0,,,,42.0,60.0,,,,68.0,62.0,70.0,69.0,64.0,48.0,54.0,,,56.0,,,,12.0,,,66.0,67.0,67.0,,66.0,,67.0,67.0,,,67.0,67.0,,66.0,,22.0,,0.0,0.0,,0.0,0.0
67,,24.0,174.0,,,380.0,,,3.0,,76.0,,68.0,72.0,,,,53.0,,74.0,62.0,,,63.0,,72.0,74.0,77.0,,,,,63.0,,58.0,,50.0,51.0,,66.0,60.0,59.0,37.0,,41.0,15.0,10.0,,7.0,,65.0,68.0,67.0,,67.0,68.0,,,69.0,,63.0,61.0,,61.0,55.0,,18.0,0.0,0.0,1.0,,0.0,
67,,,188.0,73.0,1637.0,,,2.0,2.0,1.0,67.0,32.0,,61.0,,,,,60.0,,,60.0,57.0,,55.0,,,,57.0,68.0,,29.0,,,,31.0,,,,,,62.0,,,64.0,12.0,13.0,9.0,,,54.0,58.0,56.0,,,,,,,,,66.0,,67.0,,,,0.0,0.0,1.0,,,0.0
67,72.0,25.0,,,1478.0,,,3.0,,1.0,56.0,32.0,,44.0,,68.0,,27.0,,65.0,,,27.0,27.0,,,,,,,55.0,52.0,,65.0,,24.0,62.0,,,,,58.0,,,,,6.0,,7.0,11.0,,,45.0,,,,,,54.0,,61.0,,,,,,,0.0,,0.0,,0.0,0.0
67,,23.0,191.0,84.0,,337.0,1.0,3.0,2.0,,54.0,37.0,51.0,52.0,,,40.0,,,62.0,,,38.0,29.0,58.0,57.0,,55.0,40.0,,46.0,,,76.0,,,,,38.0,,,59.0,,,64.0,,,,10.0,8.0,53.0,49.0,49.0,,,49.0,,,,54.0,63.0,66.0,,,,64.0,,0.0,0.0,1.0,0.0,0.0,
67,67.0,,173.0,,1545.0,,,3.0,,1.0,80.0,30.0,53.0,53.0,64.0,67.0,,32.0,55.0,63.0,,42.0,,,44.0,60.0,,,,,55.0,31.0,,,,22.0,,,,38.0,32.0,,61.0,,,10.0,7.0,6.0,,,50.0,,49.0,49.0,,53.0,52.0,,53.0,,66.0,,,,,,16.0,0.0,,,0.0,,
67,,25.0,180.0,,,342.0,1.0,,,1.0,59.0,39.0,,,66.0,66.0,36.0,,,,32.0,53.0,,47.0,,66.0,,62.0,,,66.0,42.0,55.0,,,37.0,,64.0,45.0,46.0,31.0,,,,,,,,7.0,,,,,,53.0,,,,61.0,57.0,,,,,67.0,65.0,18.0,,0.0,,0.0,0.0,
67,67.0,,190.0,87.0,1429.0,307.0,0.0,,2.0,,,31.0,46.0,45.0,66.0,,28.0,27.0,71.0,,,,37.0,,,53.0,40.0,,,,,47.0,70.0,,85.0,25.0,76.0,,,,35.0,,,,63.0,9.0,,,11.0,5.0,,,44.0,,44.0,41.0,47.0,,53.0,46.0,56.0,,,59.0,67.0,,,0.0,,0.0,,,0.0
67,70.0,25.0,174.0,,,385.0,0.0,4.0,3.0,1.0,65.0,,,66.0,,65.0,,51.0,,,,,,,,66.0,66.0,64.0,,65.0,,70.0,74.0,,,,69.0,,,,58.0,,,66.0,,10.0,7.0,12.0,9.0,14.0,,,,61.0,61.0,62.0,65.0,,67.0,,,68.0,,,66.0,67.0,,0.0,0.0,,0.0,0.0,1.0
