Overall,Potential,Value(in Euro),Age,Height(in cm),Weight(in kg),TotalStats,BaseStats,Wage(in Euro),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling, GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,ST Rating,LW Rating,LF Rating,CF Rating,RF Rating,RW Rating,CAM Rating,LM Rating,CM Rating,RM Rating,LWB Rating,CDM Rating,RWB Rating,LB Rating,CB Rating,RB Rating,GK Rating,Attacking Work Rate_High,Attacking Work Rate_Low,Attacking Work Rate_Medium,Defensive Work Rate_High,Defensive Work Rate_Low,Defensive Work Rate_Medium
68,72,1700000,25,183,80,1728,368,6000,1,3,3,1,78,68,56,69,29,68,45,70,63,62,63,68,57,46,43,68,76,79,74,67,80,68,84,81,65,65,54,24,70,66,71,64,25,27,22,6,8,10,10,11,70,67,68,68,68,67,69,68,62,68,52,49,52,50,45,50,17,1,0,0,1,0,0
68,68,1000000,29,182,83,1709,363,7000,1,3,3,1,45,57,62,62,66,71,51,57,62,69,49,60,45,37,64,65,52,40,60,63,63,62,60,82,69,56,67,69,53,69,47,58,67,66,62,10,9,7,8,9,61,59,60,60,60,59,64,62,68,62,65,68,65,65,67,65,17,0,0,1,1,0,0
68,71,1500000,26,180,73,1602,358,500,0,2,2,1,82,39,56,60,62,59,64,40,65,62,30,59,39,32,46,60,82,82,62,62,55,35,72,82,44,40,63,61,43,55,39,60,61,63,62,8,12,8,7,7,54,59,56,56,56,59,59,63,59,63,68,62,68,68,63,68,16,1,0,0,0,1,0
68,68,400000,33,190,90,1153,382,2000,1,3,1,1,69,70,68,66,41,68,19,18,24,20,18,15,20,16,22,21,41,42,38,61,36,51,58,25,70,13,24,28,16,42,17,49,25,15,17,69,70,68,68,66,32,26,28,28,28,26,29,28,28,28,28,29,28,29,32,29,68,0,0,1,0,0,1
68,82,2900000,19,180,73,1825,388,5000,1,3,3,1,74,61,64,71,54,64,59,62,45,68,57,69,63,58,60,70,73,75,85,64,81,63,56,81,55,56,67,56,67,67,52,68,56,55,54,7,14,10,14,6,65,67,67,67,67,67,70,70,68,70,66,64,66,64,59,64,18,1,0,0,1,0,0
68,68,575000,33,188,85,1618,347,9000,1,2,2,1,50,50,52,48,66,81,44,50,70,60,33,44,49,32,64,50,47,52,51,60,44,65,75,65,88,46,84,66,53,44,29,59,65,67,64,12,13,16,8,8,58,50,52,52,52,50,53,53,58,53,60,66,60,62,68,62,18,0,0,1,1,0,0
68,72,1600000,24,188,76,1516,341,11000,1,3,2,1,75,27,43,56,68,72,22,22,66,60,35,54,21,28,48,60,72,78,50,67,54,38,78,67,76,21,67,67,37,41,32,58,68,70,68,7,6,13,10,13,51,49,50,50,50,49,53,54,56,54,63,65,63,66,70,66,18,0,0,1,0,0,1
68,68,1200000,30,186,81,1669,364,7000,1,4,3,1,76,65,58,67,28,70,64,67,58,64,68,68,57,39,44,64,76,76,69,68,67,70,75,73,76,54,51,26,71,57,52,63,29,22,20,6,9,14,7,8,68,67,67,67,67,67,66,68,60,68,53,49,53,50,45,50,16,1,0,0,0,0,1
68,69,1400000,25,172,70,1732,360,7000,1,4,4,1,78,65,62,71,24,60,62,60,44,62,70,71,68,56,60,69,75,80,83,64,81,70,62,77,47,71,72,26,64,64,60,65,19,23,19,14,13,9,9,8,65,68,67,67,67,68,69,69,63,69,53,50,53,49,41,49,19,1,0,0,0,1,0
68,81,2600000,21,187,80,1022,370,5000,0,3,1,1,64,66,67,70,32,71,16,7,5,27,15,13,7,9,35,25,30,36,33,61,35,50,57,26,60,10,24,12,6,37,13,34,10,13,12,64,66,67,71,70,26,23,24,24,24,23,27,27,29,27,24,27,24,24,24,24,69,0,0,1,0,0,1
68,88,3300000,17,180,73,1684,367,2000,1,4,4,1,86,60,59,76,40,46,58,58,40,62,55,78,67,58,57,75,87,85,89,50,86,67,33,42,53,60,37,27,57,53,54,55,37,47,53,12,14,14,9,10,64,68,65,65,65,68,67,67,60,67,56,51,56,55,47,55,18,0,0,1,0,0,1
68,68,1100000,28,179,76,1864,397,3000,1,3,3,1,63,64,63,66,65,76,53,64,62,67,48,64,54,55,69,62,57,68,83,66,76,68,53,91,75,67,65,68,63,65,57,62,64,65,60,6,13,13,12,11,66,64,64,64,64,64,67,66,68,66,68,68,68,67,67,67,19,0,0,1,1,0,0
68,69,1100000,28,193,75,1584,343,4000,0,2,2,1,59,34,56,61,67,66,40,25,65,68,33,58,26,34,68,68,52,65,59,67,49,56,79,52,72,32,64,74,35,55,44,63,64,65,68,13,7,9,7,11,53,53,53,53,53,53,58,57,62,57,64,69,64,65,69,65,18,0,0,1,0,0,1
68,71,1400000,25,187,84,1628,355,7000,1,3,2,1,71,38,51,51,68,76,39,29,69,62,32,45,36,47,57,53,73,70,62,49,64,55,75,74,78,40,74,69,45,42,37,55,64,71,67,9,8,13,12,8,53,49,50,50,50,49,52,54,56,54,63,65,63,65,70,65,16,0,0,1,1,0,0
68,68,975000,32,186,90,1740,355,5000,1,3,2,1,41,71,59,59,43,82,59,68,74,63,71,56,61,46,52,65,39,43,47,70,52,81,82,68,91,65,76,42,71,58,79,68,42,38,29,13,14,9,9,7,68,60,63,63,63,60,63,62,62,62,54,57,54,52,57,52,19,0,0,1,0,0,1
68,68,210000,34,192,79,1081,380,3000,1,3,1,1,68,65,62,70,45,70,13,17,11,29,11,15,11,16,19,17,43,48,31,59,46,47,55,16,66,11,18,20,11,46,21,58,16,20,13,68,65,62,70,70,29,25,27,27,27,25,29,28,28,28,26,27,26,26,28,26,68,0,0,1,0,0,1
68,79,0,19,179,76,1021,377,0,1,2,1,1,67,69,60,70,43,68,14,7,14,26,9,12,10,11,22,18,42,45,33,58,44,45,57,22,62,5,18,13,7,42,16,40,7,14,14,67,69,60,68,70,26,23,24,24,24,23,27,26,26,26,24,25,24,24,25,24,69,0,0,1,0,0,1
68,71,1600000,24,168,70,1636,360,500,0,3,2,1,80,59,63,68,31,59,69,59,45,68,51,70,49,45,55,67,80,80,62,56,81,66,52,72,58,49,45,30,64,60,67,59,31,28,27,10,10,11,12,7,64,66,65,65,65,66,66,69,61,69,56,51,56,52,43,52,17,0,0,1,0,0,1
68,68,400000,37,176,62,1736,354,500,1,3,4,1,64,68,66,69,38,49,66,73,56,64,55,70,65,70,59,72,66,63,72,64,49,65,59,64,40,63,48,36,66,75,73,63,12,54,49,16,13,15,16,8,67,68,68,68,68,68,68,68,67,68,58,54,58,56,48,56,21,1,0,0,0,0,1
68,68,1200000,28,176,76,1828,385,5000,1,3,2,1,75,65,66,67,44,68,66,65,62,67,64,65,65,61,67,68,77,74,72,69,72,66,69,80,68,65,55,43,69,65,66,67,39,44,42,11,12,7,6,7,68,68,68,68,68,68,68,68,67,68,62,59,62,60,55,60,18,0,0,1,0,0,1
68,73,1400000,25,187,83,1047,368,4000,1,3,1,1,70,65,59,72,35,67,13,11,17,24,14,18,13,14,24,20,33,37,46,61,43,44,63,28,55,16,22,14,12,21,15,25,9,13,14,70,65,59,67,72,28,23,24,24,24,23,26,26,25,26,24,25,24,24,25,24,69,0,0,1,0,0,1
68,68,1100000,29,178,78,1928,411,7000,0,3,3,1,76,69,66,70,58,72,67,66,67,68,55,72,62,65,63,69,78,75,72,63,65,76,73,82,73,73,57,54,67,64,69,65,52,62,61,13,10,11,11,13,68,68,68,68,68,68,68,68,68,68,68,65,68,67,64,67,19,1,0,0,0,1,0
68,73,1400000,25,183,79,1002,371,2000,1,2,1,1,67,65,63,61,37,78,12,8,11,23,7,12,10,15,20,10,40,32,35,61,50,47,61,22,59,6,27,12,11,31,17,33,9,11,9,67,65,63,78,61,25,20,22,22,22,20,24,23,23,23,22,23,22,21,24,21,69,0,0,1,0,0,1
68,75,2300000,23,182,72,1658,356,10000,0,3,2,1,72,36,59,66,64,59,64,35,55,63,30,67,51,39,55,65,73,72,66,65,73,36,58,72,53,32,59,64,67,55,43,59,66,66,65,8,12,9,9,11,56,61,59,59,59,61,62,65,63,65,68,65,68,68,64,68,18,1,0,0,0,0,1
68,68,825000,32,180,76,1647,360,5000,0,3,3,1,69,35,56,64,63,73,68,33,62,62,32,68,45,33,61,60,65,72,60,64,77,44,76,80,70,27,69,68,42,39,44,53,60,62,64,12,9,7,6,6,54,57,53,53,53,57,56,62,59,62,68,65,68,68,67,68,16,0,0,1,0,0,1
68,68,1000000,29,177,78,1768,382,5000,1,2,2,1,68,53,60,63,65,73,59,46,58,68,38,59,46,39,59,67,68,68,69,66,68,67,66,76,72,58,72,67,54,57,52,64,62,68,67,7,13,7,13,12,62,61,61,61,61,61,63,64,65,64,68,68,68,68,68,68,19,0,0,1,1,0,0
68,68,1100000,28,178,75,1769,375,8000,0,2,2,1,66,51,62,64,64,68,65,50,63,62,41,62,55,60,61,63,63,69,73,65,70,57,66,83,66,48,54,66,57,62,42,65,65,63,63,12,9,10,14,10,61,61,60,60,60,61,63,65,65,65,68,66,68,68,66,68,19,0,0,1,0,0,1
68,78,2700000,22,185,86,1772,379,5000,0,3,3,1,73,67,62,72,40,65,65,67,62,66,61,75,68,55,49,72,73,73,71,63,74,68,60,68,70,66,50,55,67,63,71,60,45,24,21,14,10,5,13,8,70,69,69,69,69,69,70,70,64,70,58,55,58,55,51,55,19,0,0,1,0,1,0
68,78,2700000,20,178,73,1691,359,4000,1,3,4,1,80,67,55,71,26,60,45,70,68,64,60,70,45,46,45,70,82,79,82,64,76,65,73,65,61,65,50,20,68,60,70,62,23,20,25,9,12,14,13,12,70,68,68,68,68,68,69,67,60,67,50,47,50,48,43,48,19,1,0,0,0,0,1
68,68,875000,31,174,74,1892,404,6000,1,4,2,1,79,63,62,70,62,68,65,59,57,62,37,71,64,56,64,67,78,79,77,66,76,76,86,62,65,71,80,65,63,58,47,67,58,65,68,6,16,11,7,10,67,67,66,66,66,67,68,68,66,68,68,67,68,68,67,68,18,1,0,0,0,0,1
68,72,1700000,24,167,69,1634,369,500,1,4,3,1,80,34,61,69,60,65,67,42,50,65,21,71,45,32,63,66,80,80,81,64,59,23,60,73,67,24,50,62,68,59,30,59,62,61,57,6,12,13,11,10,57,65,61,61,61,65,65,69,65,69,68,65,68,67,62,67,18,0,0,1,0,0,1
68,75,2400000,21,175,70,1893,403,7000,1,3,3,1,84,58,68,74,61,58,67,57,58,72,60,73,60,55,68,72,85,84,85,67,81,63,72,75,45,59,64,55,58,67,47,65,56,68,65,6,13,12,13,11,66,70,68,68,68,70,71,73,70,73,70,67,70,70,64,70,19,0,0,1,0,0,1
68,68,575000,33,184,76,1730,360,10000,1,2,2,1,53,52,58,55,67,75,58,40,69,65,38,53,54,42,67,55,54,52,55,65,55,75,70,73,79,61,70,64,58,44,48,56,67,68,70,16,12,10,11,12,60,55,56,56,56,55,57,59,62,59,65,67,65,66,68,66,20,0,0,1,1,0,0
68,73,1700000,22,174,67,1814,379,7000,1,4,2,1,75,43,62,67,63,69,66,26,46,62,41,66,64,68,57,65,73,77,81,59,80,67,82,84,62,54,66,66,60,62,36,58,64,65,64,15,13,8,6,9,57,61,59,59,59,61,63,65,64,65,69,66,69,68,65,68,18,1,0,0,0,0,1
68,77,2600000,21,174,67,1661,360,4000,1,2,2,1,78,35,62,70,61,54,68,35,50,71,38,73,44,48,62,68,77,79,74,65,75,33,55,62,50,30,55,58,47,48,48,49,60,66,69,13,6,13,8,13,55,62,58,58,58,62,63,67,63,67,69,65,69,68,63,68,18,1,0,0,0,0,1
68,68,220000,36,183,80,1848,384,3000,0,3,2,1,47,63,71,64,70,69,73,55,66,70,55,65,74,72,71,68,45,48,45,63,58,74,67,68,70,68,67,69,65,69,68,69,70,71,70,4,5,6,5,4,65,63,64,64,64,63,66,66,68,66,68,68,68,68,68,68,13,0,0,1,0,0,1
68,68,0,29,188,81,1704,387,0,0,3,3,1,80,60,56,64,63,64,57,63,55,62,70,65,34,29,52,70,76,83,52,64,43,65,55,79,58,49,60,61,59,59,39,63,63,65,64,12,13,7,11,10,66,64,65,65,65,64,65,67,64,67,68,65,68,68,64,68,19,1,0,0,0,0,1
68,68,775000,33,187,80,1778,367,4000,1,4,3,1,55,72,61,65,41,73,50,74,65,64,68,64,66,69,58,68,49,60,58,67,60,73,72,71,77,68,64,39,71,66,72,67,38,39,36,8,14,11,11,8,68,64,67,67,67,64,67,65,65,65,55,57,55,53,54,53,19,0,0,1,0,0,1
68,68,1100000,29,173,77,1734,378,500,1,3,2,1,77,52,59,60,62,68,68,54,60,65,35,52,46,42,49,65,80,75,70,64,72,55,59,74,70,50,58,64,60,52,46,57,65,60,59,14,10,15,15,11,62,62,60,60,60,62,62,65,61,65,68,64,68,68,65,68,20,1,0,0,0,0,1
68,79,2700000,21,189,83,1638,354,4000,0,3,2,1,62,65,53,63,34,77,32,69,75,64,43,60,52,46,46,68,59,65,60,65,55,64,71,72,83,57,68,20,74,61,70,65,37,30,23,6,10,6,14,13,70,62,65,65,65,62,66,63,61,63,49,51,49,47,50,47,18,1,0,0,0,0,1
68,73,1800000,23,180,78,1686,360,5000,1,5,2,1,66,68,64,67,27,68,69,72,64,66,60,65,50,37,57,69,71,61,73,64,71,71,72,70,71,62,57,21,73,69,55,55,23,27,17,5,9,12,12,11,70,68,68,68,68,68,69,69,64,69,52,50,52,48,44,48,17,1,0,0,0,0,1
68,71,1500000,24,180,74,1750,381,3000,1,2,2,1,78,46,58,64,63,72,64,44,57,63,48,62,48,36,59,64,79,78,76,57,73,56,81,82,69,40,64,62,56,50,40,60,64,64,62,11,8,11,11,11,60,61,59,59,59,61,61,65,62,65,68,65,68,68,66,68,17,1,0,0,1,0,0
68,69,900000,30,190,88,1275,387,2000,1,2,1,1,69,65,70,70,47,66,21,12,14,45,16,19,24,13,40,24,45,50,44,65,49,53,75,38,77,19,36,24,13,53,20,59,12,15,19,69,65,70,66,70,33,31,32,32,32,31,36,35,38,35,33,36,33,31,33,31,69,0,0,1,0,0,1
68,68,1300000,27,188,78,1712,374,2000,1,3,3,1,79,66,61,70,34,64,58,70,42,62,60,70,66,61,53,72,73,83,71,67,65,64,62,74,68,62,41,36,66,65,58,57,32,34,30,9,10,14,6,8,68,68,68,68,68,68,68,68,64,68,57,53,57,54,47,54,17,0,0,1,0,0,1
68,68,1000000,31,183,78,1846,396,4000,1,3,3,1,66,55,66,69,67,73,60,53,60,69,44,66,60,55,68,70,65,66,71,68,78,58,59,79,71,56,73,68,57,67,57,72,67,70,66,6,10,11,7,11,63,64,64,64,64,64,67,68,68,68,68,68,68,68,68,68,17,1,0,0,1,0,0
68,68,600000,32,187,82,1214,383,2000,1,2,1,1,66,68,66,70,46,67,15,12,12,36,14,20,13,14,39,32,46,47,52,62,45,50,68,34,56,12,35,18,11,56,25,56,21,16,16,66,68,66,67,70,31,30,32,32,32,30,36,34,36,34,30,34,30,30,30,30,68,0,0,1,0,0,1
68,68,1300000,27,177,73,1792,385,7000,1,3,3,1,80,66,66,70,33,70,66,64,36,68,56,69,73,68,60,70,83,78,78,67,80,74,70,81,64,69,70,35,63,66,51,64,37,29,27,8,6,7,9,10,67,68,68,68,68,68,68,68,66,68,59,56,59,55,47,55,17,1,0,0,0,0,1
68,68,825000,31,188,85,1511,312,2000,0,3,2,1,39,39,48,43,68,75,44,37,73,55,24,36,31,30,62,41,40,39,59,63,52,60,77,56,80,33,87,63,28,36,28,61,67,70,69,16,12,12,15,16,49,41,42,42,42,41,45,46,51,46,58,63,58,60,68,60,22,0,1,0,1,0,0
68,76,2600000,21,174,68,1665,353,500,0,2,2,1,83,40,47,63,65,55,59,38,47,43,47,60,66,63,31,64,82,83,65,64,78,39,65,73,46,39,52,70,50,45,47,55,69,65,64,7,12,13,12,7,54,57,55,55,55,57,55,60,54,60,67,60,67,68,63,68,18,0,1,0,0,0,1
68,75,2500000,22,188,81,1741,374,5000,1,3,3,1,74,68,61,67,31,73,56,67,62,65,64,66,59,45,61,68,72,76,68,66,64,72,70,71,76,67,69,24,69,65,64,65,32,27,25,6,14,14,10,7,70,67,68,68,68,67,69,68,64,68,53,53,53,51,48,51,18,1,0,0,0,0,1
68,73,1800000,23,175,69,1858,400,6000,1,4,4,1,85,70,63,71,45,66,65,66,32,63,54,72,72,76,59,67,87,84,88,62,76,84,83,63,71,78,52,45,61,59,46,61,47,47,49,14,8,8,14,6,68,69,68,68,68,69,69,69,64,69,62,58,62,60,54,60,18,0,0,1,0,0,1
68,68,850000,28,184,79,1010,375,5000,1,2,1,1,69,63,62,72,41,68,11,8,12,24,5,11,13,17,28,15,40,42,26,64,33,47,60,27,55,6,23,14,7,45,13,26,5,14,11,69,63,62,68,72,26,22,24,24,24,22,27,26,27,26,24,26,24,24,24,24,68,0,0,1,0,0,1
68,68,1200000,30,172,74,1885,398,500,1,4,4,1,84,62,63,67,55,67,68,60,32,60,50,61,62,66,60,67,81,86,87,68,85,70,81,76,62,60,64,55,67,65,65,53,55,60,63,7,15,9,6,12,65,67,66,66,66,67,68,68,65,68,68,64,68,66,60,66,18,1,0,0,0,0,1
68,72,1300000,27,187,82,1240,405,5000,1,3,1,1,67,69,68,72,63,66,12,17,19,25,16,14,18,19,22,15,64,62,62,52,62,51,68,40,73,13,20,28,17,26,25,34,16,21,21,67,69,68,66,72,32,27,27,27,27,27,28,29,26,29,31,29,31,31,32,31,69,0,0,1,0,0,1
68,68,475000,35,175,80,1926,397,5000,1,4,3,1,62,65,72,68,57,73,78,58,58,71,57,67,75,76,74,69,63,61,74,62,77,79,64,80,70,68,75,61,61,66,69,58,59,53,49,14,6,9,15,8,66,66,65,65,65,66,68,68,68,68,67,67,67,65,63,65,18,0,0,1,1,0,0
68,71,1600000,23,170,71,1758,372,5000,1,3,3,1,80,65,67,68,36,56,60,62,59,70,67,68,69,52,71,65,84,77,74,64,81,73,56,48,62,67,53,30,71,68,50,70,36,36,28,15,14,7,12,9,69,68,68,68,68,68,71,69,65,69,54,54,54,52,48,52,20,1,0,0,0,0,1
68,68,130000,37,187,82,1188,385,2000,1,3,1,1,67,66,65,71,49,67,11,19,14,40,15,14,19,14,39,21,48,50,33,66,41,49,63,34,63,12,41,24,13,58,11,60,13,14,13,67,66,65,67,71,32,29,31,31,31,29,35,33,36,33,30,34,30,29,30,29,68,0,0,1,0,0,1
68,69,1100000,28,184,79,1822,389,6000,1,3,2,1,65,55,65,65,67,72,58,53,68,71,36,64,56,36,68,64,63,67,66,70,68,59,75,72,73,59,70,68,59,69,51,71,67,68,64,9,11,12,14,14,64,63,63,63,63,63,67,67,69,67,68,69,68,69,69,69,20,1,0,0,0,0,1
68,79,2700000,22,179,77,1645,359,500,1,4,4,1,80,64,62,71,25,57,62,68,32,64,56,72,63,55,59,70,80,80,75,57,70,63,67,67,54,60,48,24,60,60,57,68,19,29,27,11,9,12,8,7,64,68,66,66,66,68,68,69,62,69,53,49,53,49,40,49,16,0,0,1,0,0,1
68,68,1100000,29,179,72,1694,359,5000,0,3,3,1,68,39,57,64,67,64,65,32,58,62,35,63,58,43,56,63,67,68,66,67,69,58,63,69,63,30,62,68,59,45,48,67,66,69,68,11,10,12,10,11,57,58,57,57,57,58,59,62,61,62,68,66,68,68,67,68,19,0,0,1,0,0,1
68,77,2700000,22,171,65,1633,349,10000,1,3,3,1,88,59,52,72,27,51,60,65,40,52,58,71,55,33,36,71,92,85,90,57,86,54,90,78,38,54,40,31,62,62,51,52,38,15,13,13,8,10,14,11,63,68,65,65,65,68,66,68,57,68,53,45,53,49,38,49,18,1,0,0,0,0,1
68,68,375000,35,171,64,1866,384,2000,0,2,3,1,63,59,67,66,64,65,67,51,37,67,57,64,66,67,66,66,64,62,68,63,81,69,75,69,62,66,64,71,57,69,73,69,70,64,62,11,6,7,12,13,61,63,62,62,62,63,66,66,68,66,68,68,68,67,65,67,18,1,0,0,0,0,1
68,68,1200000,28,189,80,1569,335,7000,0,3,3,1,60,68,54,65,24,64,45,70,72,64,62,64,65,68,40,70,67,55,69,60,37,73,43,65,80,58,30,18,70,50,67,68,19,18,16,9,15,11,10,9,68,63,65,65,65,63,64,63,57,63,46,44,46,43,40,43,18,1,0,0,0,0,1
68,68,1200000,30,178,73,1884,400,5000,1,3,3,1,72,61,65,70,61,71,58,63,49,69,55,68,61,66,66,69,76,69,81,68,82,62,60,83,67,56,68,63,67,67,55,70,62,63,58,6,9,10,12,16,66,67,67,67,67,67,68,68,68,68,68,68,68,67,65,67,19,1,0,0,0,0,1
68,79,2700000,20,183,77,1649,360,500,1,3,3,1,77,70,54,65,24,70,43,72,65,62,62,65,46,60,42,65,74,79,69,65,56,72,70,66,69,65,76,21,68,59,66,56,24,16,13,7,9,10,7,6,70,65,67,67,67,65,66,65,58,65,48,46,48,45,43,45,16,1,0,0,0,0,1
68,71,1500000,26,183,80,1651,370,2000,1,3,2,1,77,43,57,59,62,72,68,44,59,64,25,54,55,27,62,64,75,78,67,65,55,40,61,79,73,49,61,62,55,39,35,52,66,60,61,13,12,6,9,8,58,60,57,57,57,60,59,64,61,64,68,65,68,68,65,68,18,0,1,0,0,0,1
68,69,1100000,29,190,79,1502,336,4000,1,3,2,1,73,26,41,50,65,81,30,22,64,50,23,44,24,30,53,58,68,77,49,60,54,32,84,71,85,23,83,65,31,34,38,51,67,65,64,13,13,14,7,7,48,45,45,45,45,45,47,51,52,51,61,64,61,63,69,63,18,0,0,1,1,0,0
68,68,1000000,30,185,74,1823,372,7000,1,3,2,1,49,52,63,63,65,80,60,47,67,68,59,56,53,51,68,70,41,55,73,68,61,62,90,90,80,48,66,69,58,57,60,65,61,66,67,10,10,15,11,6,62,59,59,59,59,59,63,63,67,63,68,68,68,68,68,68,18,0,0,1,0,0,1
68,68,1000000,31,175,67,1881,382,6000,0,3,3,1,53,66,69,67,63,64,68,62,49,68,62,65,74,70,70,68,61,47,71,70,76,71,52,67,63,72,65,70,67,71,66,65,67,63,55,9,11,11,9,11,66,66,66,66,66,66,68,68,68,68,67,68,67,65,65,65,19,0,0,1,0,0,1
68,68,775000,32,186,80,1514,325,5000,1,2,2,1,54,30,53,45,65,78,59,27,68,64,36,40,39,33,65,50,53,55,33,66,38,40,82,67,82,21,80,63,40,27,36,63,65,66,67,7,8,12,14,11,49,46,45,45,45,46,47,52,54,52,63,65,63,65,68,65,18,0,0,1,0,0,1
68,68,1000000,30,177,67,1754,362,2000,1,3,2,1,51,50,58,68,67,68,43,37,58,64,34,66,67,49,62,73,49,52,66,73,74,70,61,70,67,63,70,62,54,61,49,50,65,74,67,15,6,10,10,13,60,59,61,61,61,59,64,62,67,62,65,68,65,65,68,65,20,0,0,1,0,0,1
68,71,1600000,25,175,70,1876,406,500,1,3,3,1,72,63,65,63,62,81,61,62,55,70,55,60,37,55,65,65,63,80,70,63,54,66,80,90,80,65,71,70,67,71,65,66,55,65,60,7,9,14,14,12,67,65,65,65,65,65,68,69,70,69,69,70,69,68,68,68,18,0,0,1,1,0,0
68,68,1000000,30,188,79,1554,342,3000,0,2,2,1,47,39,53,57,66,80,31,44,67,63,36,58,42,30,70,57,40,52,57,58,34,37,72,75,84,32,79,63,33,55,37,63,67,67,67,14,7,10,6,10,52,49,50,50,50,49,55,55,61,55,61,68,61,62,68,62,17,0,0,1,0,0,1
68,71,1500000,25,178,77,1835,400,13000,0,2,2,1,90,54,55,63,60,78,61,49,66,58,56,64,58,53,49,60,88,91,78,60,54,60,90,88,73,57,76,58,61,50,52,54,54,62,67,9,6,7,7,13,64,63,61,61,61,63,62,66,61,66,68,63,68,68,66,68,16,1,0,0,1,0,0
68,69,1300000,27,166,61,1749,367,3000,0,3,2,1,77,49,57,68,59,57,68,39,49,58,22,66,60,51,57,65,74,80,81,63,92,71,86,88,32,60,71,63,52,47,39,56,55,63,64,5,8,6,9,5,58,62,59,59,59,62,61,65,62,65,69,63,69,68,61,68,15,1,0,0,0,0,1
68,68,1200000,30,179,70,1875,397,2000,1,3,3,1,71,56,66,67,64,73,59,50,61,71,52,64,57,52,69,69,73,69,72,68,73,66,71,84,70,61,67,65,59,67,54,64,62,67,61,15,7,10,15,15,64,65,64,64,64,65,68,68,68,68,68,68,68,68,68,68,21,0,0,1,0,0,1
68,68,1200000,29,167,66,1734,374,500,1,4,5,1,86,65,57,71,33,62,59,66,64,58,65,75,60,54,57,64,82,90,81,57,82,69,80,82,61,58,35,24,63,52,67,65,40,22,28,5,13,5,9,7,68,67,66,66,66,67,66,68,59,68,55,48,55,52,45,52,16,1,0,0,0,0,1
68,71,1500000,25,181,77,1647,361,4000,1,3,2,1,61,43,55,61,67,74,63,38,65,64,23,60,48,33,52,63,57,65,57,66,66,51,70,83,71,52,72,69,45,40,34,65,68,66,64,11,7,7,6,11,56,56,55,55,55,56,57,60,60,60,69,67,69,68,69,68,17,0,0,1,0,0,1
68,71,1600000,25,192,78,1577,347,2000,1,3,3,1,75,68,49,62,26,67,33,71,67,56,64,62,56,42,38,63,70,79,69,66,38,74,64,72,77,59,34,22,68,59,54,68,24,19,20,10,14,7,13,13,70,62,65,65,65,62,64,63,57,63,47,45,47,46,42,46,20,0,0,1,0,1,0
68,68,775000,33,179,79,1700,356,6000,1,2,3,1,70,66,63,68,22,67,59,65,72,68,71,66,55,44,64,70,72,69,71,67,71,72,68,70,72,62,48,16,65,65,70,58,19,16,15,11,13,10,13,11,68,67,67,67,67,67,68,68,64,68,50,48,50,47,42,47,20,0,0,1,0,0,1
68,68,650000,31,185,74,1126,380,5000,1,3,1,1,69,66,68,66,41,70,18,11,15,23,17,13,16,13,16,26,39,45,45,64,50,51,62,30,60,16,25,25,14,35,20,35,14,12,12,69,66,68,70,66,30,26,27,27,27,26,28,28,28,28,28,28,28,27,28,27,68,0,0,1,0,0,1
68,69,1200000,28,180,72,1818,373,3000,1,3,2,1,52,53,66,66,65,71,60,48,71,69,58,63,59,48,71,70,56,49,71,64,69,58,76,77,70,59,67,61,59,68,49,64,62,67,66,6,10,14,13,10,62,62,62,62,62,62,66,65,69,65,67,69,67,66,68,66,18,0,0,1,1,0,0
68,71,1600000,25,180,87,1725,379,3000,1,4,2,1,78,68,54,67,35,77,56,68,62,61,56,68,46,45,37,66,79,78,74,58,72,77,77,63,85,63,73,18,69,58,66,63,35,43,20,15,8,14,5,10,70,66,67,67,67,66,66,66,58,66,52,50,52,50,51,50,17,1,0,0,0,0,1
68,68,575000,33,187,77,1635,360,5000,1,2,2,1,58,40,54,60,66,82,40,36,64,65,27,59,38,29,62,62,64,53,61,61,61,64,80,71,92,29,71,65,45,53,27,53,64,68,66,15,14,6,11,12,57,53,54,54,54,53,58,58,61,58,63,68,63,64,68,64,20,0,0,1,0,0,1
68,68,1300000,27,184,78,1775,377,6000,1,4,4,1,83,67,61,71,32,63,64,68,60,62,63,72,68,66,60,68,83,83,84,58,70,70,71,68,68,61,41,24,67,56,68,60,26,36,30,16,7,9,16,12,68,68,67,67,67,68,68,68,62,68,55,50,55,52,46,52,20,1,0,0,0,0,1
68,74,1900000,24,181,68,1735,362,4000,0,3,4,1,69,61,64,74,35,59,59,63,52,66,66,74,73,64,64,73,68,69,80,68,69,58,59,70,58,60,50,33,62,65,61,73,25,40,38,9,13,7,9,10,66,68,67,67,67,68,70,69,66,69,57,55,57,54,48,54,18,0,0,1,0,0,1
